,headline,label,gpt_response
6806,Hess (HES) to Divest Interest in Utica Shale Play for $400M,negative,Positive
6807,Enbridge Receives PUC Nod for Line 3 Replacement Project,neutral,Positive
6808,5 Reasons to Add Northern Oil and Gas to Your Portfolio,negative,Neutral
6809,Should VictoryShares US EQ Income Enhanced Volatility Wtd ETF (CDC) Be on Your Investing Radar?,negative,neutral
6810,U.S. Crude Crosses $70 on Supply Fears: 5 Top-Ranked Picks,positive,positive
6811,"Avalon Advisors, Llc Buys Edwards Lifesciences Corp, NVIDIA Corp, Garmin, Sells Microsoft Corp, ...",positive,Neutral
6812,Kinder Morgan to Channelize Permian Yield Via PHP Project,positive,1)
6813,"SM Energy (SM) Releases Q2 Operational Updates, Raises View",positive,1)
6814,"Petrobras (PBR) Loses Wage Lawsuit, to Pay $4.5 Billion",negative,2)
6815,Enterprise Products Includes Vessel Fueling Services at EHT,negative,Neutral
6816,Hess (HES) Discovers Oil in Longtail-1 Exploration Well,negative,Positive
6817,Equinor to Foray into Solar Power with Guanizul 2A Buyout,positive,Neutral
6818,"Ecopetrol has no restart date for Cano Limon pipeline, shut since January",positive,Neutral
6819,Pioneer Natural boss says Permian pipelines to reach limit in 3-4 months,positive,Negative
6820,Oxy Petroleum to study capturing CO2 for use in enhanced oil recovery,negative,Neutral
6821,Rowan Grants Jackup to ARO Drilling on Lease for 3 Years,negative,neutral
6822,"Stock Market News For Jun 19, 2018",negative,neutral
6823,Equinor (EQNR) Acquires Interest in Petrobras' Roncador Field,neutral,1)
6824,"Top Stock Picks for the Week of June 18, 2018",neutral,Neutral
6825,SCANA's Subsidiary Files for 5.3% Cut in Natural Gas Rates,neutral,Neutral
6826,A Renewed Oil Interest On Alaska's North Slope,neutral,Positive
6827,Matador Resource's Subsidiary Inks Deal to Dispose Saltwater,negative,1)
6828,"Occidental Petroleum (OXY): Strong Industry, Solid Earnings Estimate Revisions",negative,1)
6829,"Permian Basin oil production seen doubling in five years, report says",neutral,Positive
6830,Is Occidental Petroleum (OXY) Outperforming Other Oils-Energy Stocks This Year?,neutral,Neutral
6831,Exxon Mobil (XOM) Expedites Liza Phase 1 Development Process,neutral,1)
6832,Equinor (EQNR) Plans to Electrify Three Platforms from Land,negative,positive
6833,It Is Strange That This Permian Producer Is Happy About Huge Discounts,neutral,Neutral
6834,"Chevron, Occidental started at Buy at Mizuho; Exxon, Conoco rated Neutral",negative,Neutral
6835,Diamondback Riding on Permian Focus Amid Pipeline Constraint,negative,1)
6836,Oil Prices Recover on Supply Concerns: 5 Top-Ranked Picks,negative,Positive
6837,"The Zacks Analyst Blog Highlights: Merck, Occidental Petroleum, Capital One Financial, Kimberly-Clark and Allstate",negative,Neutral
6838,"Top Analyst Reports for Merck, Occidental Petroleum & Capital One Financial",neutral,Neutral
6839,Geopolitical Tensions to Boost Oil Prices: 5 Picks,neutral,1)
6840,Brazil Court Halts Petrobras' (PBR) $7-Billion Asset Sale,neutral,Neutral
6841,5 Value Stocks Crushing it in 2018,neutral,1)
6842,"Occidental Petroleum (OXY) Hits a 52-Week High, Can the Run Continue?",neutral,1)
6843,Select Energy: A Misunderstood And Deeply Undervalued Energy Franchise With A Wide Moat,neutral,Positive
6844,Permex Petroleum Announces New Strategic Acquisition and Alignment with World Class Large Cap Operator on West Texas Field,neutral,1)
6845,All Aboard The Occidental Petroleum Train,negative,1)
6846,Callon (CPE) Expands Notes Offering to Fund Delaware Buyout,neutral,Neutral
6847,Markets Close in Green in May: 5 Growth Picks,neutral,1)
6848,"The Play Between Energy, Economy And Technological Change",neutral,neutral
6849,OPEC Likely to Keep Output Curbs: 5 Top-Ranked Oil Picks,positive,Neutral
6850,ConocoPhillips & Ocean Rig to Drill Offshore Norway Well,positive,Neutral
6851,OXY or COP: Which Oil & Gas Stock Should You Invest in?,positive,neutral
6852,"The Zacks Analyst Blog Highlights: BP, Occidental Petroleum, Enable Midstream and Tallgrass",positive,Neutral
6853,Chasing Yield: Where to Find the Top Dividend Stocks,neutral,Neutral
6854,4 Energy Stocks Offering Juicier Dividend Yields Than S&P 500,neutral,Positive
6855,Stocks From 4 Top Sectors With Solid Q1 Revenue Growth,neutral,Positive
6856,Oil Is Still Going To $80,neutral,1)
6857,How To Triple Your Money In Three Years (Kirk Spano),neutral,neutral
6858,"Enterprise Products, Apache Sign NGL Transportation Accord",neutral,Neutral
6859,Sinopec to Import Record Crude Volumes From United States,negative,Neutral
6860,"Zacks Investment Ideas feature highlights: Occidental, Exxon, Chevron, Anadarko and Select Energy",neutral,Neutral
6861,Occidental Petroleum: Permian Production Turns Into A Cash Machine,neutral,1)
6862,John's April Dividend Income Tracker - Retirement Accounts,neutral,Neutral
6863,Hartstreet: Massive Devon Wells Move Permian Core 24 Miles Northwest,negative,Neutral
6864,When Football Players Practice Ballet: Chevron Stays On Its Toes In The Permian,negative,Neutral
6865,"Dodge & Cox Buys Time Warner Inc, Johnson Controls International PLC, Nutrien, Sells NetApp ...",neutral,Neutral
6866,5 Energy Stocks in Gurus' Portfolios,neutral,Neutral
6867,"Top Stock Reports for Mastercard, NVIDIA & Danaher",neutral,Neutral
6868,"Occidental Petroleum (OXY) Hits a 52-Week High, Can the Run Continue?",neutral,1)
6869,Trading Oil And Oil Stocks The Next 2 Years,neutral,neutral
6870,WSJ: Overwhelmed infrastructure pushes Permian crude below $60/bbl,positive,negative
6871,Occidental Petroleum Gets A Composite Rating Upgrade,positive,1)
6872,"Stock Market News For May 10, 2018",positive,neutral
6873,"Oil Gets Further Lift from EIA Data, Consolidates Above $70",positive,Positive
6874,Occidental Petroleum Corporation 2018 Q1 - Results - Earnings Call Slides,positive,Neutral
6875,"Crude surges 3% after U.S. leaves Iran deal, U.S. inventory drawdown",positive,Positive.
6876,"Oil Prices, Strong Earnings Boost This Top Industry Group",positive,1)
6877,Occidental Petroleum (OXY) Q1 2018 Results - Earnings Call Transcript,positive,Neutral
6878,Wall Street Mixed Wednesday,positive,Neutral
6879,"Stocks Defend Modest Gains As Chevron, Walmart Divide Dow",positive,Neutral
6880,Trump Nixes Iran Nuclear Deal: Winners & Losers,positive,Neutral
6881,"Occidental (OXY) Q1 Earnings Beat Estimates, Guidance Up",positive,1)
6882,Crude Oil Keeps Climbing After President Trump's Iran Decision; Disney's Earnings Look Good (Wall Street Breakfast Podcast),positive,Positive
6883,Wall Street Breakfast: Iran Deal Exit Ignites Oil,positive,Negative
6884,Occidental Petroleum +2.1% as pretax profits get Q1 boost,positive,Positive
6885,"Occidental Petroleum beats by $0.21, beats on revenue",positive,Positive
6886,"Boulegeris Investments, Inc. Buys Intel Corp, Applied Materials Inc, 'M Co, Sells Apple Inc, ...",positive,Neutral
6887,Notable earnings after Tuesday's close,negative,neutral
6888,"Chevron Leads 3 Oil Stock Breakouts, Royal Dutch Shell Near Buy As Oil Tops $70 On Iran Deal Doubts",negative,Positive
6889,"Oil Stock Q1 Earnings to Watch on May 8: XEC, OXY, FANG, CDEV",negative,neutral
6890,Should You Buy Occidental Petroleum (OXY) Ahead of Earnings?,negative,Neutral
6891,"Devon Energy's big wells could boost Permian peers, analyst says",positive,1)
6892,Occidental Petroleum declares $0.77 dividend,positive,1)
6893,"Ending Nuclear Deal Is Right, So Make Money On It",positive,neutral
6894,"Alpha Omega Wealth Management LLC Buys Gentex Corp, Regions Financial Corp, BB&T Corp, ...",negative,Neutral
6895,Occidental Petroleum Thrives In Permian Basin; Sets Up In Bullish Base,negative,1)
6896,"Noble (NBL) Q1 Earnings & Revenues Beat Estimates, View Up",negative,1)
6897,5 Companies Hit 5—-Week Highs,negative,1)
6898,"Trump's Tweet Falls on Deaf Ears, Crude Rises to 3-Year High",positive,Neutral
6899,John's March Dividend Income Tracker - Retirement Accounts,positive,Neutral
6900,2 Dividend Stocks For The Oil Bull Market,positive,1)
6901,Shale oil refining faces problems but Morgan Stanley says investors can profit,neutral,Positive
6902,Construct Your Oil Portfolio: The Trend Following Version,neutral,1)
6903,Occidental Petro upped at Piper as competitive advantage underappreciated,positive,1)
6904,Goldman selects eight energy stocks to thrive in the age of shale,neutral,Positive
6905,Stocks With Rising Relative Strength: Occidental Petroleum,neutral,1)
6906,EOG Looks Well Positioned For The Future,positive,1)
6907,Occidental Petroleum: Buying At The Bottom,positive,Positive
6908,Shell sells entire stake in Oman's Mukhaizna field to Indian Oil for $329M,positive,Positive
6909,Shell (RDS.A) Sells Stakes in Mukhaizna Field to Indian Oil,positive,neutral
6910,Occidental Lowers Permian Costs,positive,Positive
6911,Expect Positive Surprises On President Trump's Trade Policies,positive,1)
6912,Shell Selects Watkins as President for Its U.S. Operations,positive,Neutral
6913,Occidental Petroleum (OXY) Presents At Scotia Howard Weil 46th Annual Energy Conference - Slideshow,negative,neutral
6914,Hartstreet: Permian Oil Production Improves 18% Part 2,negative,positive
6915,Occidental Petro predicts Permian shale unit at breakeven by Q3,neutral,1)
6916,7 Missiles Closer To Iran War And $100 Oil,neutral,Negative
6917,Corpus Christi seeking ship channel expansion funds to handle crude exports,positive,Neutral
6918,AAM S&P 500 High Dividend Value ETF SPDV: Should You Ditch The High Yield Dog For This ETF,neutral,neutral
6919,Occidental (OXY) Down 8.3% Since Earnings Report: Can It Rebound?,neutral,Negative
6920,Petrobras: 17.38% Discount With Solid Growth Potential,neutral,1)
6921,Top 2 Of 98 Dividend Achievers: Omega Health By Yield; TransMontaigne For Net Gains In March,neutral,Neutral
6922,"Stone Energy (SGY) Q4 Earnings Lag, Revenues Decline Y/Y",positive,2)
6923,Oil Price's Goldilocks Moment,positive,Neutral
6924,Occidental Petroleum Is A Buy At These Levels,positive,1)
6925,Rowan Divests Cold-Stacked Rig Rowan Gorilla 1V to ADES,positive,Neutral
6926,Buy Occidental Petroleum For The Dividend,negative,neutral
6927,BP Takes Measures to Make Mexico Second Largest Fuel Market,negative,Positive
6928,ExxonMobil's Study to Introduce Algae Biofuel by 2025,negative,1)
6929,"Which ETF Is A Better Investment These Days, XLE Or VDE?",negative,Neutral
6930,Occidental Petroleum plans boost to Texas export terminal capacity,negative,Positive
6931,Cheniere Energy (LNG) Begins Long-Term Agreement With GAIL,negative,1)
6932,"The Zacks Analyst Blog Highlights: Pfizer, Verizon, Altria, Occidental Petroleum and Community Trust",negative,neutral
6933,Statoil (STO) Hires West Phoenix Rig to Drill 4 Wells,negative,Neutral
6934,Marathon Oil Vends Libyan Assets to Streamline Portfolio,negative,1)
6935,"Rowan Companies (RDC) Reports Loss in Q4, Revenues Fall Y/Y",negative,2)
6936,Fretting Over Trump Tariffs? Buy 5 Ultra-Safe Stocks Now,negative,1)
6937,"Upcoming Dividends: 84 Companies, 42 Increases, 21 Double-Digit Increases",positive,Positive
6938,American Shale And The New World Energy Order: Chasing The Elephant (Episode Six),neutral,Neutral
6939,DUC Deep Dive: Delaware Basin (Texas),negative,neutral
6940,"Crude oil, energy equities rise after surprise inventory drop",positive,Positive
6941,"The Zacks Analyst Blog Highlights: Occidental Petroleum, Williams Companies, Marathon Oil, BP and ExxonMobil",positive,Neutral
6942,"Oil & Gas Stock Roundup: Occidental, Williams, Marathon Report Strong Q4",negative,positive
6943,The Threat Posed By U.S. Shale Oil Will Cap The Upside For Crude,negative,Negative
6944,"Devon's (DVN) Q4 Earnings Lag Estimates, Expands Reserves",negative,Negative
6945,Can Occidental Petroleum Afford Its High Dividend Yield?,negative,Neutral
6946,"U.S. spending bill to help Occidental, Denbury by expanding carbon tax credit",negative,positive
6947,Colombia's Cano Limon oil pipeline now closed for 38 days,negative,Neutral
6948,Occidental Petroleum (OXY) Q4 2017 Results - Earnings Call Transcript,positive,Neutral
6949,Occidental Petroleum Corporation 2017 Q4 - Results - Earnings Call Slides,positive,Neutral
6950,"Occidental (OXY) Tops Q4 Earnings Estimates, Issues Guidance",positive,1)
6951,Occidental Petroleum Announces —…–7 Results and —…–8 Guidance,neutral,Neutral
6952,Occidental Petroleum -3% after in-line Q4 earnings,neutral,Neutral
6953,"Occidental Petroleum EPS in-line, beats on revenue",neutral,Neutral
6954,"Barrow, Hanley, Mewhinney & Strauss Top Buys of the 4th Quarter",neutral,neutral
6955,Notable earnings after Tuesday's close,positive,Neutral
6956,"Barrow, Hanley, Mewhinney & Strauss Buys Comcast Corp, Occidental Petroleum Corp, Broadcom, ...",positive,Neutral
6957,"Bridges Investment Counsel Inc Buys Medtronic PLC, General Mills Inc, Occidental Petroleum ...",negative,Neutral
6958,Patterson-UTI (PTEN) Q4 Loss Wider Than Expected on Costs,negative,Negative
6959,Occidental (OXY) Q4 Earnings: Will it Beat Estimates Again?,negative,Neutral
6960,U.S. Crude Slumps as Production Tops 10 Million Barrels,positive,Negative
6961,Occidental Petroleum declares $0.77 dividend,positive,1)
6962,Midstates Petroleum Proposes Merger with SandRidge (SD) (revised),positive,Neutral
6963,SandRidge (SD) Inks Merger Deal with Midstates Petroleum,negative,1)
6964,Top Ranked Income Stocks to Buy for February 7th,negative,neutral
6965,"The Zacks Analyst Blog Highlights: Brinker International, Kimberly-Clark, Northwest Bancshares, Macy's and Occidental Petroleum",negative,neutral
6966,5 Ultra-Safe Stocks to Survive Bloodbath on Wall Street,negative,Neutral
6967,Energy sector slammed; oil prices hit by global market jitters,positive,Negative
6968,Permian Basin Shale Oil Pure Play Stocks - Weekly Report 02/02/18,positive,neutral
6969,BP Warming Up to Q4 Earnings: What's in Store for the Stock?,negative,Neutral
6970,"Murphy Oil (MUR) Q4 Earnings Beat, Provides '18 Outlook",positive,1)
6971,"Northwest Wealth Management, Llc Buys US Bancorp, Occidental Petroleum Corp, iShares Core ...",positive,Neutral
6972,"Oil & Gas Stock Roundup: Valero and Marathon Hikes Dividends, Helmerich & Payne Reports Q1",negative,Neutral
6973,U.S. Oil Storms Past $65 as Inventories Slide for 10th Week,negative,1)
6974,Ecopetrol SA: Comparative Quantitative Rankings To Peers,neutral,Neutral
6975,"First Bank & Trust Buys Canadian Imperial Bank of Commerce, Occidental Petroleum Corp, ...",negative,Neutral
6976,Why Occidental Petroleum Corporation (OXY) Could Be Positioned for a Surge,negative,1)
6977,"Viper Energy Partners: Lucrative, Not Lethal",neutral,Neutral
6978,Why the Earnings Streak Will Continue for Occidental Petroleum (OXY),neutral,1)
6979,Hartstreet: Occidental Well Design Pushes Oil Production Gains,neutral,1)
6980,"Central Bank & Trust Co Buys Parker Hannifin Corp, Applied Materials Inc, T. ...",negative,Neutral
6981,What's in the Cards for Schlumberger (SLB) in Q4 Earnings?,negative,Neutral
6982,Permian Shale Oil Pure Play Stocks - Weekly Report 01/12/18,negative,Neutral
6983,"The Zacks Analyst Blog Highlights: Pioneer Natural Resources, QEP Resources, Sanchez Energy, Continental Resources and Occidental Petroleum",negative,Neutral
6984,Top Dividend Achievers Are Omega Health By Yield And HCP By Net Gains In January,neutral,Neutral
6985,Occidental Petroleum: The Turnaround Is Here,neutral,1)
6986,"Grassi Investment Management Buys KeyCorp, Salesforce. ...",negative,neutral
6987,John's Portfolio - How To Wisely Use Preferred Stock To Boost Yield,negative,Neutral
6988,Permian Shale Oil Pure Play Stocks - Weekly Report 01/05/18,positive,Neutral
6989,Jane's Portfolio - Converting A Mutual Fund Portfolio Into A Dividend-Paying Machine,positive,neutral
6990,"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, Marathon Oil, Anadarko and Occidental Petroleum",positive,Neutral
